"pid","hotel","name","commenttitle","comment","rating"
"d1770798","Marina Bay Sands","tamatoaRT","Amazing place","At the top of the 57th floor, this place has an amazing panoramic view of the bay ! There, you can enjoy a cheerful moment with your friends at the ¡ì<U+00A0>Ce la vi<U+00A0>¡í night club<U+00A0>¡í ! It really is a place to visit at Singapore !","5"
"d1770798","Marina Bay Sands","Astrid R","Position and bustle","Check in and check out were remarkably swift amidst the bustle of this enormous hotel. The staff were excellent. Our room had stunning views of the Bay Gardens, harbour and for plane spotters a good view (with binoculars) of the busy airport. The room however was looking a bit lack lustre and the mattress was uncomfortable. We did appreciate the large balcony. We only ate once in the hotel - at the bar on the pool level. The high price of the (snack sized) food and extremely high price of alcoholic beverages ensured we did not return. It was very noisy. The adjacent shopping centre is only for those with a designer budget although there are good food outlets and the art and science museum is well worth a visit. The Bay Gardens are magnificent, especially in December with the¡¦","3"
"d1770798","Marina Bay Sands","Lyn","Amazing","We splashed out on 1 night on our final night in Singapore. We arrived well before check in time but our room was ready. Luxury to say the least. Staff were exceedingly helpful. Our room overlooked Gardens by the Bay and it was incredible to see the ships waiting in the harbour. Of course,MBS is all about the pool. It was funny to watch people trying to get the perfect selfie - girls in full makeup , trendy sunnies and stilettos. we wondered how many phones have been dropped in that pool? Towels were still warm and staff were friendly and attentive. The breakfast at pool level was beautiful.","5"
"d1770798","Marina Bay Sands","Wanderlustelyse","Not as great as expected","Okay, let me begin with the positives. The staff we encountered were fantastic and incredibly friendly and really made it a great stay. The views from both the pool and city view rooms are incredible and I could stare at the view forever. As for the room itself, the beds are comfortable and the room is a good size, with a huge bathroom including a full size bath.  What I was probably most disappointed in was the pool. Now don't get me wrong, the view was worth it, but the pool was so cold that it made it almost impossible to stay in for too long. I came from a european winter holiday and the pool felt colder than standing outside without a jacket and thermals on. Then you also have the hoards of people around the pool, which is to be expected, but after having selfie sticks¡¦","3"
"d1770798","Marina Bay Sands","Gopal Chopra","very well designed Property","the view from the room is awesome. the hotel is very well situated and has all facilities . the spa and the pool is a must to visit. the sea view is excellent and the restaurants are a treat. Not to forget the wonderful shopping arcade at the basement . very well connected by Metro and Bus service . the sky lounge is a must to visit and the view 360 is superb.","4"
"d1770798","Marina Bay Sands","Catheryn G","Still the best hotel in singapore","Love the service they provide, they even offer complimentary box, scissors and tape when you need them, i love how their staff interact with you, always polite. through the years its still my fave hotel when staying in singapore.","4"
"d1770798","Marina Bay Sands","Simon B","Amazing & Luxurious 3 Night Stay","Couple; 23rd-27th Nov ¡®19; Family Room.  Staying at MBS Arrived at MBS at 10:00 Saturday evening after roughly 20 hours travelling from the UK. Reception was fairly quiet and thus we were checked in and on our way upstairs within 5 minutes; nice and easy.   Having booked a standard room we were informed during check-in that we were upgraded to a family room; unsure why but no complaints.  Room was on the back side of the hotel overlooking ¡®Gardens by the Bay¡¯, on the 5th floor of Tower 1.  Obviously the desire when staying at MBS is to have a room overlooking Fullerton bay and the city but my mind was quickly changed when sat on our balcony taking in views of the gardens and the impressively lit tree-like attractions.  Room had a bedroom with a main bathroom, a separate sitting¡¦","5"
"d1770798","Marina Bay Sands","alneebari","Best hotel ever","As usual this hotel I think is the best hotel i ever seen  So luxury , species with infinity pool The room is very big and the location is amazing you can see the golden garden and the bay There is a very big mall near the hotel Really it's an amazing hotel","5"
"d1770798","Marina Bay Sands","fcuevas","Great room and amazing view","We got a room at the 38th floor with a breathtaking view of the Gardens by the Bay.  Plenty of restaurants and shops readily available to keep you entertained. Would definitely recommend while in Singapore. Don't miss the pool!!","5"
"d1770798","Marina Bay Sands","bishanbhojwani","Stay at marina bay sands hotel","Such a grand hotel and was very crowded. One stop location with a nice mall, lots of restaurant options and casino all within walking distance. Rooms were nice and comfortable. Amazing pool with great views of the city. There was a nice park across the hotel as well.","4"
"d1770798","Marina Bay Sands","Dreamer028","Amazing hotel and country","We stayed at Marina Bay Sands for 4 nights and it was amazing. So much to do with shopping centre right there and OMG 'Gardens by the Bay' Wow!!!! No matter its day or night with the light spectacular light show. Worth seeing. We will be back.  Hotel spacious and excellent service.","5"
"d1770798","Marina Bay Sands","Ronnie C","WE WERE ATTACKED, DISCRIMINATED AND OPPRESSED AT MARINA BAY SANDS","We had the WORST & TRAUMATIZING experience at Marina Bay Sands (MBS). Please read before you book your stay here, especially if you're identified as a WOMAN of COLOR.  We had dinner @ CE LA VI (tower 3) & then decided to go to LAVO (tower 1) for some cocktails. On our way to LAVO, a male MBS security started charging towards us as if he was about to ATTACK us. He was shouting & accusing us of trespassing. We explained calmly that we're MBS guests, showed him our key cards & told him that we¡¯re simply trying to get to LAVO. He continued to SCREAM & accuse us of trespassing while people were walking by. I noticed that the people passing by were either WHITE &/or MALE & were freely roaming around the rooftop, including the pool area without being approached by security. We're¡¦","1"
"d1770798","Marina Bay Sands","Hervey2","Bucket list experience","We stayed in a premier room for 3 nights at the end of a 9 night Singapore holiday. Everything is on such a big scale. We felt a little overwhelmed at the size of the reception alone after transferring from the intercontinental. Check in was very quick and efficient considering several people checking in at the same time. Our room was a really good size and we had a queen and a single bed in it, and also had a balcony. Service where ever you went or whatever you wanted was first class (Thank you Gopi).  Views at night from both the room and observation deck or pool area are superb. We felt very comfortable and enjoyed our stay. A couple of heads up things. take your passport with you if you want to sign up as a member to obtain all the privileges MBS offer. Passport needed to¡¦","4"
"d1770798","Marina Bay Sands","Vickimsea","Wonderful room and view","We stayed 3 nights at The Marina Sands Hotel. The service from everyone we talked to was great. The room was beautiful and comfortable. We were on the 38th floor and loved the view of the gardens. The gardens have a show each night and you can watch it from your room.  The infinity pool is huge. We were unable to use it since it was raining during our visit.  We wanted to recognize one of your employees who gave great customer service at check-in a check out. Mindy was helpful and had the best attitude. Thank you Mindy!!","5"
"d1770798","Marina Bay Sands","George","Must do experience","Everything was amazing. We had a very warm welcome from Antonio Valen Sola Khoo, which also offered a present to my wife for her birthday: an upgrade. The view from 50+ floors is amazing, so is the infinity pool. Also the food is good and you have a lot of shoppes without the need to get out.","5"
"d1770798","Marina Bay Sands","michaelE8197JC","MY DEPOSIT WHERE IS MY DEPOSIT","We stayed for 2 nights on November 29 and 30, and I still haven't received the 400 euro deposit. Thank you for transferring this TODAY PLEASE deposit to me. We have been waiting 15 days !!!!!! I need this money. Michael PERILLAT-MERCEROZ  Amazing hotel, especially the pool of course. Very good service. Very clean hotel. Exceptional service from the staff. Thousands of luxury boutiques at the bottom of the hotel.","5"
"d1770798","Marina Bay Sands","Robbie Turner","AMAZING! Worth a trip!!","My family and I wanted to go out on a special weekend away and we chose to stay in the Marina Bay Sands. When I say it is amazing, I mean it. I loved every second of my stay and all the staff were super friendly. I would love to stay again, the food, the pool, the friendliness; these were all amazing. 5*, an amazing trip!!","5"
"d1770798","Marina Bay Sands","Oxana3388","Spot 55 at out of 339 hotels in SG and with 22,622 reviews","It was on our wish list. The views from the rooftop back and front, u can't see elsewhere!. The infinity pool was the main attraction. Service was ok. Room was good with a big bathroom, clean and the attendant was approachable. Check-in and check-out were smooth, even though crowded. Try to visit the Gardens by the Bay, had a connector from the hotel and it has a lot of flower attractions. There's a connected mall by the hotel u can eat cheaper. Casino for the gamblers.      Try to he here when you're in Singapore.","5"
"d1770798","Marina Bay Sands","Donna","It¡¯s all about the pool & the view :-)","This hotel reminded us of a Vegas hotel, it¡¯s big, in your face and busy. The turnover of rooms is huge and it¡¯s not somewhere you go too to relax - it¡¯s an experience hotel. If is of course all about the pool and the view and to be fair neither disappoint - though the pool was FREEZING! Was great to sit and have a drink at night over-looking this exceptional place and also people watch - it is the place to be seen. Our room was nice but almost an after-thought. It¡¯s not the greatest hotel we have stayed in here however we are glad we did, just to experience it all. Be nice now to stay somewhere else and look up at it thinking ¡®bet it¡¯s busy up there¡¯ :-)","4"
"d1770798","Marina Bay Sands","VaniZsuzsi","Nice hotel and amazing infinity pool","Of course this Hotel is the most known place in Singapore. I was very happy that we stayed here for 3 nights. To be honest the room are just nice nothing extraordinary. I thought it will be a little better. Of course the infinity pool is amazing.  One more negative comment the check in and out was too long. Positive: Luggage service is excellent!","4"
"d1770798","Marina Bay Sands","RDHNaomi","Overrated","3.5¡Ù Stayed for 2 nights. 46th floor premium king cith view with club access. Amazing view, loved the infinity pool but hated the very firm mattress and poorly designed bathroom. Definitely do the club access. Don't recommend the Rise restaurant. Breakfast @Adrift was solid<U+0001F44D><U+0001F3FB>  3.5¡Ù ñ«ìÑªÈªÕª¿ªêªÇ2ÚÕ¡£ôøªáªÆªÎ«·«ó«¬«Ý<U+30FC>«ëªÇª·ª¿¡£ÍÔöµÍ­¡¢«¯«é«Ö«¢«¯«»«¹Üõª­ªÎ«Þ«ê<U+30FC>«Ê«Ù«¤ªòÌ¸Ô¤ª»ªë«­«ó«°«×«ì«ß«¢«ë<U+30FC>«à¡£«¯«é«Ö«é«¦«ó«¸ªÈ«×<U+30FC>«ë¡¢ðÈãÝªÏ<U+6E80>ðëÓøÍÔª·¡£ªÇªâ«Þ«Ã«È«ì«¹ªÏÌãª¹ª®ª¿ª·«Ð«¹«ë<U+30FC>«àªâÙí<U+99C4>ªË<U+5E83>ª¯ÞÅª¤ªËª¯ª«ªÃª¿ªÇª¹¡£ìéÓøªÏÚÕªÞªÃªÆªßª¿ª«ªÃª¿ªÎªÇ××éÄª·ªÞª·ª¿ª¬¡¢«ê«Ô<U+30FC>«Èª·ª¿ª¯ªÊªë<U+6E80>ðëÓøªÏÔðªéªìªÞª»ªóªÇª·ª¿¡£","4"
"d1770798","Marina Bay Sands","Jlange1010","Infinity Pool!","It¡¯s always nice when something lives up to the hype!  The infinity pool on top of the hotel is simply amazing. One of the greatest photo ops in the world. For shopping and dining it stacks up or exceeds Vegas.  The staff was extreme helpful and were able to get us checked in early as we had a very early arriving flight.","5"
"d1770798","Marina Bay Sands","_christina191thomas","Drinks in rooftop bar.","We only visited the bar after walking through the main hotel area. We saw the light show over the gardens. It was just fantastic to view and have a drink. I felt as though I was in a James Bond movie set. Loved the views and atmosphere.","5"
"d1770798","Marina Bay Sands","Petpals","Perfect location","We stayed here for a quick visit around Singapore. The hotel looked amazing & it didn¡¯t disappoint! Just like a hotel out of Vegas, it was huge & bustling. Plenty of top class restaurants & shops to visit & in a good location for visiting the surrounding areas like the Botanical gardens & Raffles.   Our room had a great view of the Gardens at the bay (well worth a visit) & the harbour. It was spacious, clean & quiet.   The rooftop pool is a must for a selfie & also visit Lavo for wonderful cocktails also overlooking Singapore.   We really enjoyed our stay & will be back!","5"
"d1770798","Marina Bay Sands","francine1977","Fabulous Vacation","Absolutely loved our stay at Marina Bay Sands. Infinity pool was a major attraction for me and I was not disappointed.  The customer service was great.  Our room was beautiful with view of nightly light show as well as view of the beautiful city. The restaurants were great on site as well. So much to do and see without leaving the hotel.   Easy commute to Little India and Chinatown via Mass Rapid Transit (MRT) conveniently located in the basement of the hotel. Must try Chili Crab while your there. Highly recommend Marina Bay Sands","5"
"d1770798","Marina Bay Sands","SagarMehta87","Luxurious rooms, out-of-this-world pool and lovely views","What can I say about this place that's not already been said in over 28k reviews!  From the check in till check out, this was a great stay.  The lobby is beautiful and the staff very welcoming.  When we walked into our room on the 20th floor, we were amazed at how big the room actually was. It was also well-equipped with wine glasses and other things provided already. And the view of the Gardens By The Bay was outstanding!  The infinity pool is what we were there for, but the room surprised us.  The pool itself is something to be experienced, there's no way to describe what it's like. I would recommend going there around 5pm for a swim and staying until about 7:30 - watching the sun go down and the buildings lighting up around the hotel is a beautiful experience. It wasn't¡¦","5"
"d1770798","Marina Bay Sands","Chriss B","Fantastic Hotel","Where to start with this leviathan of a hotel?  Three towers, around 20 Resturants, an a gazillion things to do! This is one of the best hotels i ever stayed in. Off course the people make the place and here in MBS there is an eclectic bunch of super-friendly  and helpful staff to make your stay the best it possibly can be. With 6 celebrity restaurants, bars and cafes everywhere and the worlds biggest roof top infinity pool, plus the giant mall, the laser fountain, science museum, theatre and casino, you could spend your entire holiday in singapore just in this hotel Tip 1:  get a ¡°City view¡± room.  You can see the fountain show and the canal boats and the city skyline is breathtaking. Tip 2: this hotel is vast. If you are going to meander around the mall you take the main¡¦","5"
"d1770798","Marina Bay Sands","MsDisraeli","Great views, terrible service","We weren't impressed with our stay here. The welcome at the front desk was abysmal, not even a 'Welcome to MBS, we hope you enjoy your stay' - more like 'Here's your key. Head that way'. The service during our stay just continued in the same vein, with no one being particularly helpful or friendly. You're just paying for the views and that rooftop pool access - which are spectacular, in fairness. But when we stay at a luxury 5 star hotel we expect service to match the pricetag. The room decor felt dated - beige and beige - and tired, with a stain on one of the pillows. We would not stay again or recommend it to friends and family.","3"
"d1770798","Marina Bay Sands","Robin M","Marina Bay Sands","You won¡¯t get a better view of Singapore than the one from the Marina Bay Sands! Whether you choose the observation deck or the bar the views are incredible! The MBS complex also features world class dining and shopping so plan to spend some time taking in all the activities!","5"
"d1770798","Marina Bay Sands","Celina","Awesome experience","This was my first time in Singapore. We decided to stay at the marina bay sands. Expensive, but worth every penny. It¡¯s another world. It¡¯s a big hotel (more than 2000 guests). Very clean and plenty things to do.","5"
"d1770798","Marina Bay Sands","Rainey","Sightseeing","What a magnificent hotel you find yourself constantly looking at it from all directions. It is attached to a shopping centre by an underground pass located next to the gardens by the bay and the art and science museum. Loads to do in the area. You can go to the top to get the views costs $25 which includes one cocktail but only worth it if clear sky as expensive but definitely an experience","4"
"d1770798","Marina Bay Sands","Tiramissyou","Weekday staycation","Room is nice and clean in 3086. I love my stay. Called the operator for a HDMI cable which was delivered rather quickly but the opening and closing speech of the call was alittle too long for my liking. Same for breakfast where I was greeted in a rather extensive manner. MBS really puts in alot of effort towards staff training which is amazing. Pancakes at lvl 57 during breakfast was my favourite. Staff at this restaurant are so energised early in the morning and they approach me like we are already friends. Its refreshing to feel this way. Mrt station is just round the corner from tower one and I got to my office in suntec very quickly. Its convenient^^  A small point which I dont quite like is the room's toilet flush button. Its blocked by the seat cover you really gotta reach¡¦","5"
"d1770798","Marina Bay Sands","Aungelique","Everything I expected and more!","I recently celebrated my 40th birthday by taking a trip to Singapore and Bali. Like most people I wanted to stay at the Marina Bay Sands Simply so I could enjoy being in the rooftop infinity pool. My trip to Singapore with amazing, and my stay at the Marina Bay Sands Hotel was incredible. One of the penthouse suites with available that weekend and the hotel generously upgraded us to a 2 bedroom penthouse completely free of charge! I probably shouldn¡¯t have started there, LOL, but that in itself made my trip exceptionally amazing. While waiting in a very long line to check in hotel staff came around offering cold bottles of water, cold bottles A freshly squeezed fruit juice, as well as ice cream snacks while we waited to check in. The hotel compound itself is very similar to what¡¦","5"
"d1770798","Marina Bay Sands","jeannaoh","Centrally located with many amenities","Big hotel like those in Las Vegas. It is a city by itself with many nice restaurants & fancy shops. But, it has a nice food court for tourists to try local food. It has lots of amenities for all ages, its main attraction is the Casino & Infinity Pool. Too crowded for my liking.","4"
"d1770798","Marina Bay Sands","Kay P","Worth it!","Stayed here for two nights to enjoy the pool and city views. It was amazing!! The service was excellent and concierge service was great. Only complaint was that there was no fresh milk in the room which I found a little bizarre and only one of each tea, so if two people like English breakfast tea, you¡¯d have to call reception lol. Otherwise, I would totally recommend staying here for at least one night if you¡¯re visiting Singapore to enjoy the amenities (pool, sky deck etc) and to have a look around the marina bay area + gardens by the bay.","5"
"d1770798","Marina Bay Sands","Apreal","6 star service","Working in a hospitality industry I expect more when it comes to service and amenities,and this hotel exceeded my expectations. From our smooth check in assist by Mark who is very professional to the Inroom Dining service by Angelica who is very friendly. We will definitely comeback and stay again. Salute to housekeeping as well for clean rooms. It was a great and unforgettable stay<U+0001F64C><U+0001F3FB>","5"
"d1770798","Marina Bay Sands","Xiaolio","Amazing experience.","There are USB plug on each side of the beds, bathroom is huge, room is very spacious, clean.   We got a room on 47th floor,  ake up in the morning with the view... just breathtaking and you can see the lights from the garden at night, it was so perfect..","5"
"d1770798","Marina Bay Sands","nlsmiley4","Must see view from the top","Excellent views of Singapore. Instead of paying to get to the top, go to the roof top bar for a drink. It is free with the purchase of a drink rather than paying the $20 to visit the observation deck.","5"
"d1770798","Marina Bay Sands","Andytravel2015","Superb hotel & service second to none","When we were checking in at Marina Bay Sands for a 2 night stay we were asked by Mei at front desk if we were celebrating something special.  We mentioned that it was our 30th wedding anniversary & Mei offered us a free grade that was beyond belief. We were given a suite that was 3,552 sqft instead of 2 separate rooms and it was simply amazing. This sort of room is for celebrities & one percenters. It was on 51st floor with floor to ceiling windows with beautiful views of Singapore.  Suite had a media room, massage table, exercise Bike & an awesome living/ dining room with a baby grand piano. The infinity pool on the 57th floor was amazing, the gym on the 55th floor was very good. Breakfast buffet was extensive & delicious. Shopping & dining in the building were abundant & it¡¦","5"
"d1770798","Marina Bay Sands","Anilah11","amazing views","The very modern luxury hotel with breathtaking views from the upper floors. Rooms are large, comfortable bed, nice bathroom. Very clean everwhere. The must is the rooftop swimming poolrestanrants an bars. The pool is overcrowded, so if you like company and loud music this is the place to be. Nice place for the photos.","5"
"d1770798","Marina Bay Sands","Ayarah1","Birthday stay. Very disappointed, DON¡¯T Bother","We came to Marina bay with high expectations and also emailed multiple times again to make sure vegan options were offered at dining locations before booking. We were staying here for my husbands 50th and got two club rooms.   First off, this is a nice hotel and the rooftop pool is lovely. Unfortunately that's about it.   Staff: We found all staff rude and unhelpful. When we asked for drinks or food it took forever and not what we asked for.   Check in: we arrived early and were able to drop our bags early and enjoy the pool on the rooftop while we waited on our room. We dined at Spago for breakfast and we're advised they had vegan options.. I don't call some fruit and juice opinions... Very very dissatisfied and angry to be honest. I told the waiters and they did offer to cook¡¦","1"
"d1770798","Marina Bay Sands","Mike","Great hotel. Good service","Stayed for a few days and thoroughly enjoyed. First time in Singapore and it is ideally located for the Gardens (walk across the bridge) and metro /underground and shopping.  Infinity pool is great fun. Can be busy from opening at 6am but with high turnover - few people seemed to stay all day so always beds available. Restaurants at peak times for breakfast were busy but Staff managed will and queue processed efficiently. Good large selection at breakfast. Booked limo service and were met at air bridge as you come off plane and escorted through (not fast lane) all the way to limo. Met at MBS front door (make sure you know which Tower) and did check-in in the room.Nice touch I've not had before (depends what room you book!). Huge,busy hotel with all the positives and negatives.","5"
"d1770798","Marina Bay Sands","Daliana D","Outstanding experience","Everything was spectacular at Marina Bay Sands, the staff, the room, the incredible construction itself and of course the infinity pool. We visited Singapore in September due to my birthday and Formula 1 race and I have to admit that is was the best way celebrating myself. Their lovely staff offered me a room with the amazing Gardens by the bay view. The entire experience was an outstanding one and I will never forget it.","5"
"d1770798","Marina Bay Sands","LondonWiggies","I agree with singbob!","Totally agree with the previous savvy reviewer  If you want to get the best out of this institution then you¡¯ve got to divi up and you¡¯ve got to plan ahead  We paid a bit more for a higher up room overlooking gardens by the bay and cracked open the [not stupidly expensive] half bottle of bubbly while we watched the free light show from our balcony  We¡¯d booked Cest la vie rooftop restaurant - stunning view, great table, lovely food and drink and great service- very funky vibe- great atmosphere- really exciting, special  We were invited unexpectedly to visit the night club, but my sandals didn¡¯t pass the dress code - my fault- previous research had highlighted that- no worries  We woke early and went straight up to the THAT signature rooftop pool - there was only a few guests up¡¦","5"
"d1770798","Marina Bay Sands","JanetTaylorHerts","Amazing looking hotel","Wow what a hotel The Marina Bay Sands is, so impressive. We were unable to go to the top as we weren¡¯t guests and they charged ¡Ì26 pp to visit, rediculous. We walked around the gardens & saw the canopied trees & various art works scattered through the gardens.","5"
"d1770798","Marina Bay Sands","S0much2cN2liltym","Outstanding and great service","Was here for conference and completely blown away. This place is ALWAYS busy. Room view of city was stunning. Could watch light show. Tried sunrise yoga on observation deck. Really good but note not the strenuous type- more beginner level and stretching with few poses.   Also a HUGE thank you to the amazing staff especially the supervisor (the very  helpful Malaysian gentleman) who went out of his way to help my boyfriend when his AirPods dropped into the drain while queuing for breakfast up on L55. Can¡¯t thank you enough.","4"
"d1770798","Marina Bay Sands","Drakesy","Fabulous hotel, great rxperience","We loved our stay here, on arrival the staff were very helpful and this continued through the stay. The rooftop is incredible with its bars, restaurants and of course the Infinity Pool. This just gives great views across Singapore. The hotel is in a great location as well.","5"
"d1770798","Marina Bay Sands","SingBob","You have to pay up to get value","Its definitely got a wow factor, but you need to pay for a better room to get the effect.   The cheaper rooms can feel quite cramped and those on lower floor have a resticted view. If you are in the Tower with the cheaper rooms you might find yourself in a queue just to reach the lifts. Not good as youll still be paying a fortune.  I suspect the cheaper rooms mostly go to package tourists - cannon fodder for the casino dowstairs. Notable as the only aircon-ed public space where its legal to smoke in Singapore apart from the other casino.  If you are booking yourself I'd advise go for a bigger room on a higher floor.I had a Premier King City View and despite the fittings being a little uninspired the view through the floor to ceiling windows more than made up for it.  And you'll¡¦","5"
"d1770798","Marina Bay Sands","zarena a","15-18/10/19","Hotel Marina Bay Sands - superb! The room, hospitality, front counter, housekeeping was above our expectation. The room was spacious, with good wifi connection, branded toiletries, the housekeeping was very helpful.","5"
"d1770798","Marina Bay Sands","Nancy B","5 Stars For Valerie","We know that the Marina Bay Sands Hotel is a five start hotel, and justly deserved. However, today we encountered a five star representative at the check in desk, Valerie. Even though the airline lost two of our luggage pieces, she was able to soothe our frustration with the airline. She remained poised, cheerful, and most importantly, presented five star service. If Marina Bay is ever going to make a commercial, Valerie should be featured! Truly wonderful.","5"
"d1770798","Marina Bay Sands","anish_gupta","luxurious property with so much to do arround","i stayed here for 2 days with my wife and my kid 10 years we just loved the property and cant get over amazing memories of our stay there. loved every second we spend in infinity pool , and than there amazing gym with wonderful view. loved the view of garden by the bay from our room. breakfast is superb , we  had over diet there ...lol shopping mall is superb .. u may spend hours there and than there casino is just wow in 1 word .... its huge and lots of options to put ur bet depending on how much you willing to loos ...lol and than there also art and science museum , my kid loved it  and not to be missed sunrise view from top the floor ... words not enough to explain how beautiful it is , in short stay in marina bay sands is worth every peny you spend.","5"
"d1770798","Marina Bay Sands","Michael Franks","Spectacular place to stay","Definitely worth staying for a night or two in Singapore. The infinity pool on the roof is spectacular, but not a place for swimming! Crowded and shallow but still a must. Rooms are very clean and tidy, staff are really good. It¡¯s a big hotel with lots of people...would I stay there on another trip? Probably not and go for a more homely place.","5"
"d1770798","Marina Bay Sands","jetters888","First class all the way","Stayed here for one night to experience Marina Bay Sands and to be close to some attractions.  Stayed in the 47th floor.  The large room and the wall to ceiling city and bay view was simply incredible and beautiful.  The comfortable, contemporary and modern 400 sq ft plus room, could pass as a suite in other hotels.  There are many attractions around the hotel.  For one is the rooftop infinity pool.  You must be a guest at the hotel to access the pool.  Then there's the high-end shopping center and food court.  There's the popular Gardens by the Bay, the beautiful Cloud Forest,  Super Tree Gove, waterfront promenade and the famous Merlion.  You could easily spend a day in and around the hotel.  Finally, there's a porter by the name of Rami. He's one of the many friendly and¡¦","5"
"d1770798","Marina Bay Sands","KevMac1960","Idyllic luxury but so chaotic","We stayed here for a special birthday celebration and it certainly was a treat. Paid for one of the rooms on a high floor so had a fantastic view. The room was exceptional and of course the sky park and infinity pool were stunning. However the organisation from arrival and parking, check in to check out was organisational chaos which kind of spoiled the stay.  To be fair they were giving out bottles of water to those waiting in the long lines to check in and check out if you are coming by car I recommend you use the valet parking because if not you have to walk for miles!!  I¡¯m considering taking some of the family there next year so hopefully will be better organised","4"
"d1770798","Marina Bay Sands","Brittany K","Service is Terrible","Where do I start...  We requested two connecting rooms months ago for our large group. We were promised this could be accommodate over the phone at by the front desk the day of check-in.  Check-in at MBS is 3pm.  They were able to give us one of the two rooms we paid for but the connecting room was not available until 8:45pm.  Almost 5 hours later.    Additionally, our room key cards were a disaster.  After numerous sets of room keys, all 6 of our keys never work properly.  So every time we went to the pool, someone in our groups key card wouldn¡¯t work.  Which must¡¯ve triggered a breach in their systems and as a response, our room keys got deactivated. So after the pool we couldn¡¯t use them to open our room.    And get this, housekeeping just woke us all up at 8am by ringing our¡¦","1"
"d1770798","Marina Bay Sands","brett m","Three days in Singapore","As part of our family Asian tour we started in Singapore and stayed at the MBS hotel Whilst the views and the top floor is stunning and gives great views of the gardens and the harbour the hotel is too large and this creates a manic environment  I liken it to being at a major hub airport too much bustling and people milling about  On the plus side the majority of the staff try there best to give customers that special individual treatment but in my opinion this is a difficult task  If u get the opportunity to go to the top viewing gallery then it¡¯s a must . Drink prices aren¡¯t cheap and the food in the restaurant is average with service that could be improved   I didn¡¯t even go into the infinity swimming pool as it was packed and with that many people in it we¡¯ll need I say more¡¦","5"
"d1770798","Marina Bay Sands","Arne Birkeland","Fantastic","Great check inn and fantastic area. The pool is a must and one of the most fantastic experiences. The rooms are great and clean. The food is fantastic. The service is high and smiling. Highly recommended","5"
"d1770798","Marina Bay Sands","laurabalmerholiday","Stunning. Though a few hiccups at the start.","The hotel is every inch as staggering and stunning as you think it will be. The pool!!! Amazing. Our room on 26th floor was spacious and nice, though a little plain - the main attraction was the view of gardens by the bay. In the main staff were helpful and nice - extremely professional. Particular mention of Azan on concierge desk who was super helpful and kind.   We didn¡¯t get off to the best start however. Flying in late from Sydney, we arrived at about 10pm, having booked and paid for a room for my husband and I and our son aged nearly 4, staying his age during booking via the marina bay sands website. On arrival and check in I asked whether the bed was already set up for our son. The receptionist said she would get a cot bought up for us. I stated he was too old and too¡¦","4"
"d1770798","Marina Bay Sands","TimeTravellers01","Very impressive","It certainly is an iconic and marvellous hotel to stay in. The check in process was very smooth, the rooms were huge with great view - nice electric curtains etc. The sky pool is wonderful, what a great moment to enjoy the worlds tallest pool. However, it¡¯s not 5 star because of these reasons.  1) I had previously told them we had a 3 year old and could they give a small bed for him. They forgot this; and then couldn¡¯t but gave us a a cot. He stopped using a cot when he was 2 so we took mattress out and he slept on the floor on the mattress. Not ideal.  2) he had has Bday cake there and for about 2 days the cleaners left the cake and crumbs etc on the table. It was obvious I thought that we were done with it?! Further I had previously arranged cake and so on in the room for when¡¦","4"
"d1770798","Marina Bay Sands","lascar81","A Must!","stayed 3 nights in a 71sqm suite on the 54th floor, facing the city  + every part of the hotel was clean and perfectly maintained + stunning room with a great view + breakfast in Club55 was in every way perfect + check-in and Club55 staff was always friendly and polite + a huge variety of shops and restaurants in every price segment + free highspeed wifi + huge gym + fast laundry service + subway station very close next to the shopping mall  - infinitypool always crowded, to get sunbeds you have to get there early, but of course: stunning view - huge hotel so lot of people every time of the day ( but rooms are calm)","5"
"d1770798","Marina Bay Sands","Fariya A kham","State of the art","The hotel had amazing views and exceptional customer service. The pool is so relaxing. The sky deck has amazing views. All over the amenities are grand. A lot of food choice and shopping. We flew are drone out by the spectra it captured some amazing views","5"
"d1770798","Marina Bay Sands","Vito lim","Great Experience","Really enjoyed our one stayed night in Marine Bay Sands Hotel. Once in a lifetime experience even though we stay in Singapore! Kelvin lifeguard very friendly, helpful & approachable.  Look forward back to MBS again.","5"
"d1770798","Marina Bay Sands","kitty32655","The infinity pool on the 57th floor is the highlight of the hotel","We stayed at Marina Bay Sands because we wanted to use the infinity pool (which definitely lived up to our expectations). It's a spectacular view and a very special experience!! The architecture of the hotel is like nothing else and is stunning!!  Construction was going on during our visit, so we heard drilling for about 4 hours on our first day and then a couple of hours two days later. The room itself was okay. We had a premier room with a view of Gardens by the Bay so we could see the ""gardens"" light show from our balcony. There is also a light and water show on the marina side.  The breakfast buffet was great and had a large selection of choices.  The staff were pleasant and the service was okay. We had just come from staying at the Four Seasons (where everything was 5+ star¡¦","4"
"d1770798","Marina Bay Sands","TravelAndLeisure","Excellent Team and Great Food!","First of all, we would like to thanks MBS Team for such an excellent host for our short stay in Singapore. It was a memorable experience and will be forever remembered. The infinity pool was awesome!!! I would love to be back soon and enjoy my stay a little bit longer. And please extend my warm thank you to the Gordon Ramsay restaurant staff, especially to the reservation personnel Mark who made our reservation experience awesome in the restaurant! Great service indeed ( very charming and attentive staff ) The beef wellington is THE BEST!!! I and my family will sure be back in Singapore and will stay back again in your hotel. Keep it up!","5"
